id	English	Japanese	French	German	Spanish	Korean	Chinese
giant27.sublevel1.hint15	{F13} married a violent man who hit her and her son, {M12}, everyday, so she ran away, remarried {M9}, and lived a happy life	{F13}は毎日自分と自分の息子の{M12}を殴る暴力的な男性と結婚してしまったので、彼から逃げ出し、{M9}と再婚し、幸せな生活を送った。	{F13} a épousé un homme violent qui la frappait tous les jours, elle et son fils {M12}, alors elle s'est enfuie, s'est remariée avec {M9} et a vécu une vie heureuse	{F13} heiratete einen gewalttätigen Mann, der sie und ihren Sohn {M12} jeden Tag schlug, weshalb sie weglief und {M9} wieder heiratete, mit dem sie ein glückliches Leben führte.	{F13} se casó con un hombre violento que le pegaba a ella y a su hijo, {M12}, todos los días. Por lo tanto, ella huyó, se casó con {M9}, y vivió felizmente	{F13}(은)는 폭력적인 남자와 결혼했는데, 그는 자신과 아들인 {M12}(을)를 매일 때렸고, 결국 도망쳐 {M9}(와)과 재혼해 행복하게 살았습니다	{F13} 嫁給了一個暴力的男人，每天都打她和她的兒子 {M12}，所以她逃走了並重新嫁給 {M9}，過上了幸福的生活
giant27.sublevel1.hint16	{M12} saw his great-grandmother, {F6}, homeless on the street, but he never realized it	{M12} は、路上でホームレスになった曾祖母の {F6} を目にしましたが、そのことに気づきませんでした	{M12} a vu son arrière-grand-mère, {F6}, sans domicile fixe dans la rue, mais il ne s'en est jamais rendu compte	{M12} sah seine Urgroßmutter {F6} obdachlos auf der Straße, aber er hat es nie bemerkt	{M12} vio a su bisabuela, {F6}, sin hogar en la calle, pero nunca reparó en ello	{M12}은(는) 그의 증조모 {F6}이(가) 길거리에서 노숙하는 것을 보았지만 꺠닫지 못했습니다	{M12} 看到他的曾祖母 {F6} 流浪街頭，但從未意識到這點
giant27.sublevel1.hint17	{F3}'s great-grandson works as an engineer	{F3} のひ孫はエンジニアとして働いています	L'arrière-petit-fils de {F3} travaille comme ingénieur	Der Urenkel von {F3} arbeitet als Ingenieur	El bisnieto de {F3} trabaja como ingeniero	{F3}의 증손자는 엔지니어로 일합니다	{F3} 的曾孫是工程師
giant27.sublevel1.hint18	{M11}'s uncle was obsessed with science that he went bald	{M11} の叔父は科学に夢中になりすぎて禿げてしまいました	L'oncle de {M11} était obsédé par la science au point de devenir chauve	Der Onkel von {M11} war so besessen von der Wissenschaft, dass er eine Glatze bekam	El tío de {M11} estaba obsesionado con la ciencia hasta el punto de quedarse calvo	{M11}의 삼촌은 과학에 매우 집착하여 대머리가 되었습니다	{M11} 的叔叔癡迷於科學，以致於變成禿頭
giant27.sublevel1.hint19	Despite their different backgrounds, {M11} got along with his step-brother, {M12}	生い立ちの違いにもかかわらず、{M11} は義理の兄弟の {M12} と仲良くなりました	Malgré leurs différences, {M11} s'entend bien avec son demi-frère, {M12}	Trotz ihrer unterschiedlichen Herkunft verstand sich {M11} mit seinem Stiefbruder {M12}	A pesar de sus diferentes orígenes, {M11} se llevaba bien con su hermanastro, {M12}	서로 배경은 달랐지만 {M11}은(는) 그의 이복형제 {M12}와(과) 사이가 좋았습니다	儘管背景不同，{M11} 還是跟繼兄弟 {M12} 相處融洽
giant28.sublevel1.hint1	{F9}'s father is {M8}'s mother's younger brother, both {F9} and {M8} do not have siblings	{F9} の父親は {M8} の母親の弟です。{F9} と {M8} にはきょうだいがいません	Le père de {F9} est le frère cadet de la mère de {M8}, {F9} et {M8} n'ont pas de frères et sœurs	Der Vater von {F9} ist der jüngere Bruder der Mutter von {M8} – sowohl {F9} als auch {M8} haben keine Geschwister	El padre de {F9} es el hermano menor de la madre de {M8}; tanto {F9} como {M8} no tienen hermanos	{F9}의 아버지는 {M8}의 어머니의 남동생이며 {F9}와(과) {M8} 둘 다 형제자매가 없습니다	{F9} 的父親是 {M8} 母親的弟弟，{F9} 和 {M8} 都沒有兄弟姊妹
giant28.sublevel1.hint2	{M8} adopted an identical twin sisters: {F11} and {F12}	{M8} は一卵性双生児の姉妹である {F11} と {F12} を養子に迎えました	{M8} a adopté une sœur jumelle identique : {F11} et {F12}	{M8} hat eineiige Zwillingsschwestern adoptiert: {F11} und {F12}	{M8} adoptó a dos hermanas gemelas idénticas: {F11} y {F12}	{M8}은(는) 일란썽 쌍둥이 소녀 {F11}와(과) {F12}을(를) 입양했습니다	{M8} 領養了一對同卵雙胞胎姊妹：{F11} 和 {F12}
giant28.sublevel1.hint3	{F4} chose to adopt {F7} because she was the smartest kid at the orphanage	{F4} が {F7} を養子にすることを選んだのは、孤児院で最も賢い子どもだったからです	{F4} a choisi d'adopter {F7} parce qu'elle était la plus intelligente de l'orphelinat	{F4} beschloss, {F7} zu adoptieren, weil sie das klügste Kind im Waisenhaus war	{F4} eligió adoptar a {F7} porque era la niña más lista del orfanato	{F4}은(는) {F7}이(가) 고아원에서 가장 똑똑한 아이였기 때문에 입양하기로 결정했습니다	{F4} 選擇領養 {F7}，因為她是孤兒院中最聰明的孩子
giant28.sublevel1.hint4	{M1} and {F1} enjoy traveling, they once invited their great-grandchild, {M8}, to join them	{M1} と {F1} は旅行が好きで、一度ひ孫の {M8} を一緒に誘ったこともありました	{M1} et {F1} aiment voyager, ils ont déjà invité leur arrière-petit-enfant, {M8}, à se joindre à eux	{M1} und {F1} reisen gerne – sie haben einmal ihr Urenkelkind {M8} eingeladen, sie zu begleiten	{M1} y {F1} disfrutan viajando; una vez invitaron a su bisnieto, {M8}, a acompañarles	{M1}와(과) {F1}은(는) 여행을 즐기며 한 번은 그들의 증손주인 {M8}을(를) 초대했습니다	{M1} 和 {F1} 很喜歡旅行，有一次他們邀請曾孫 {M8} 一起出遊
giant28.sublevel1.hint5	{M12} is {M9} and {F9}'s child	{M12} は {M9} と {F9} の子どもです	{M12} est l'enfant de {M9} et {F9}	{M12} ist das Kind von {M9} und {F9}	{M12} es hijo de {M9} y {F9}	{M12}은(는) {M9}와(과) {F9}의 자녀입니다	{M12} 是 {M9} 和 {F9} 的孩子
giant28.sublevel1.hint6	{M9} had an affair with {M10} because he was unhappy in his marriage	{M9} は結婚生活に不満があったため、{M10} と浮気しました	{M9} a eu une liaison avec {M10} parce qu'il était malheureux dans son mariage	{M9} hatte eine Affäre mit {M10}, weil er in seiner Ehe unglücklich war	{M9} tuvo una aventura con {M10} porque era infeliz en su matrimonio	{M9}은(는) 불행한 결혼생활로 인해 {M10}와(과) 불륜관계를 가졌습니다	{M9} 跟 {M10} 發生婚外情，因為他的婚姻不美滿
giant28.sublevel1.hint7	{M2} and {F2}'s son married {F4}	{M2} と {F2} の息子は {F4} と結婚しました	Le fils de {M2} et {F2} a épousé {F4}	Der Sohn von {M2} und {F2} heiratete {F4}	{M2} y el hijo de {F2} se casaron con {F4}	{M2}와(과) {F2}의 아들은 {F4}와(과) 결혼했습니다	{M2} 和 {F2} 的兒子娶了 {F4}
giant28.sublevel1.hint8	{F7}'s husband wears glasses	{F7} の夫は眼鏡をかけています	Le mari de {F7} porte des lunettes	Der Ehemann von {F7} trägt eine Brille	El marido de {F7} lleva gafas	{F7}의 남편은 안경을 씁니다	{F7} 的丈夫戴著眼鏡
giant28.sublevel1.hint9	{F9} sees her aunt, {F6}, as if she were an older sister	{F9} は叔母の {F6} のことをまるで姉のように見ています	{F9} voit sa tante, {F6}, comme une grande sœur	Für {F9} ist ihre Tante {F6} wie eine ältere Schwester	{F9} ve a su tía, {F6}, como si fuera una hermana mayor	{F9}은(는) 이모 {F6}을(를) 언니처럼 봅니다	{F9} 看待她的阿姨 {F6} 如同姊姊一般
giant28.sublevel1.hint10	{M3} gifted a new house to {M1} and {F1}, his in-laws, upon marrying their daughter, {F3}	{M3} は、義理の両親の {M1} と {F1} に、その娘である {F3} と結婚する際に、新しい家を贈りました	{M3} a offert une nouvelle maison à {M1} et {F1}, ses beaux-parents, après avoir épousé leur fille, {F3}	{M3} schenkte seinen Schwiegereltern {M1} und {F1} bei der Heirat ihrer Tochter {F3} ein neues Haus	{M3} le regaló una casa nueva a {M1} y {F1}, sus suegros, al casarse con su hija, {F3}	{M3}은(는) 그의 장인장모 {M1}와(과) {F1}의 딸인 {F3}와(과) 결혼하면서 그들에게 새 집을 선물했습니다	{M3} 在娶 {F3} 時，贈送一棟新房子給岳父 {M1} 和岳母 {F1}
giant28.sublevel1.hint11	{F6}'s husband is a skilled policeman who has arrested over 1000 criminals	{F6} の夫は、1000人以上の犯罪者を逮捕したやり手の警察官です	Le mari de {F6} est un policier expérimenté qui a arrêté plus de 1 000 criminels	Der Ehemann von {F6} ist ein erfahrener Polizist, der mehr als 1000 Kriminelle verhaftet hat	El marido de {F6} es un policía experto que ha detenido a más de 1000 delincuentes	{F6}의 남편은 1000명 이상의 범죄자를 체포한 능력있는 경찰관입니다	{F6} 的丈夫是一名很有能力的警察，逮捕了 1000 多名罪犯
giant28.sublevel1.hint12	{M7}'s father, {M4}, married {F4}	{M7} の父親である {M4} は {F4} と結婚しました	Le père de {M7}, {M4}, a épousé {F4}	Der Vater von {M7}, {M4}, heiratete {F4}	El padre de {M7}, {M4}, se casó con {F4}	{M7}의 아버지인 {M4}은(는) {F4}와(과) 결혼했습니다	{M7} 的父親 {M4} 娶了 {F4}
giant28.sublevel1.hint13	{M7} and {F8}'s 2nd child is an engineer who constructed numerous famous landmarks	{M7} と {F8} の2番目の子どもは、数多くの有名なランドマークを建設したエンジニアです	Le deuxième enfant de {M7} et {F8} est un ingénieur qui a construit de nombreux monuments célèbres	Das 2. Kind von {M7} und {F8} ist eine Ingenieurin, die zahlreiche berühmte Wahrzeichen konstruiert hat	El segundo hijo de {M7} y {F8} es un ingeniero que construyó numerosos monumentos famosos	{M7}와(과) {F8}의 둘째 자녀는 여러 유명한 랜드마크를 설계한 엔지니어입니다	{M7} 和 {F8} 的老二是工程師，建造了許多著名地標
giant29.sublevel1.hint1	{M10} has a dirty secret that only his 2 ex-wives know, that's why they divorced him before having any children	{M10} には、2人の元妻だけが知っている汚れた秘密があります。子どもが生まれる前に元妻たちから離婚されたのはそれが理由です	{M10} a un sale secret que seules ses deux ex-femmes connaissent, c'est pourquoi elles ont divorcé avant d'avoir des enfants	{M10} hat ein schmutziges Geheimnis, das nur seine beiden Ex-Frauen kennen, weshalb sie sich von ihm scheiden ließen, bevor sie Kinder bekamen	{M10} tiene un oscuro secreto que solo conocen sus dos exmujeres, por eso se divorciaron de él antes de tener hijos	{M10}은(는) 그의 두 전 부인들만 알고 있는 더러운 비밀이 있었으며 그것이 그들이 아이를 갖기 전 이혼한 이유입니다	{M10} 有個不可告人的祕密，只有他的兩個前妻知道，這就是為什麼她們沒生孩子就跟他離婚了
giant29.sublevel1.hint2	Both of {F2}'s adopted daughters are married	{F2} の養女は2人とも結婚しています	Les deux filles adoptives de {F2} sont mariées	Beide Adoptivtöchter von {F2} sind verheiratet	Las dos hijas adoptivas de {F2} están casadas	{F2}의 입양된 두 딸 모두 결혼했습니다	{F2} 的兩名養女都已婚
giant29.sublevel1.hint3	{M5}'s first wife died when giving birth to his only child, {M7}, so he remarried {F5}	{M5} の最初の妻は、2人の唯一の子どもである {M7} の出産時に亡くなったため、彼は {F5} と再婚しました	La première femme de {M5} est morte en donnant naissance à son seul enfant, {M7}, et il s'est remarié avec {F5}	Die erste Frau von {M5} starb bei der Geburt seines einzigen Kindes {M7} – er heiratete daher später noch {F5}	La primera esposa de {M5} murió al dar a luz a su único hijo, {M7}, por lo que se volvió a casar con {F5}	{M5}의 첫 번째 부인은 그의 외동아들인 {M7}을(를) 출산하다가 사망하였고 그는 {F5}와(과) 재혼했습니다	{M5} 的第一任妻子在生下獨子 {M7} 時去世，所以他又娶了 {F5}
giant29.sublevel1.hint4	{M2} didn't like his second daughter-in-law because she had no intention to give him any grandchildren	{M2}は彼に孫を産むつもりがなかった二番目の義娘が気に入らなかった。	{M2} n'aimait pas sa seconde belle-fille car elle n'avait pas l'intention de lui donner des petits-enfants	{M2} mochte seine zweite Schwiegertochter nicht, weil sie nicht die Absicht hatte, ihm Enkelkinder zu schenken.	A {M2} no le gustaba su segunda nuera porque no tenía intención de darle nietos	{M2}(은)는 손자를 낳을 생각이 없던 두 번째 며느리가 마음에 들지 않았습니다	{M2} 不喜歡他的第二位媳婦，因為她沒有打算幫他生個孫子
giant29.sublevel1.hint5	{F5}'s sister married a platoon commander who wears a red hat	{F5} の姉は赤い帽子をかぶった小隊長と結婚しました	La sœur de {F5} a épousé un commandant de section qui porte un chapeau rouge	Die Schwester von {F5} hat einen Zugführer geheiratet, der einen roten Hut trägt	La hermana de {F5} se casó con un comandante de pelotón que lleva un gorro rojo	{F5}의 언니는 빨간 모자를 쓰는 소대장과 결혼했습니다	{F5} 的姊姊嫁給了一名戴著紅帽的排長
giant29.sublevel1.hint6	Even though his daughter, {F6}, was gone, {M3} would sometimes visit {M5}'s house to visit his grandson, {M7}	娘の {F6} がいなくなっても、{M3} は孫の {M7} に会いに {M5} の家を時々訪れていました	Même si sa fille {F6} est partie, {M3} se rend parfois chez {M5} pour rendre visite à son petit-fils {M7}	Obwohl seine Tochter {F6} nicht da war, besuchte {M3} manchmal das Haus von {M5}, um seinen Enkel {M7} zu besuchen	Aunque su hija {F6} no estaba, {M3} iba a veces a casa de {M5} a visitar a su nieto {M7}	그의 딸 {F6}은(는) 이미 떠났지만 {M3}은(는) 가끔 손자인 {M7}을(를) 보기 위해 {M5}의 집을 방문합니다	儘管他的女兒 {F6} 離開了，{M3} 有時會去 {M5} 的家拜訪他的孫子 {M7}
giant29.sublevel1.hint7	{M7} has only 1 grandmother, {F3}	{M7} には1人の祖母 {F3} しかいません	{M7} n'a qu'une seule grand-mère, {F3}	{M7} hat nur eine Großmutter, {F3}	{M7} tiene solo una abuela, {F3}	{M7}에게는 단 한명의 할머니 {F3}만 있습니다	{M7} 只有 1 位祖母 {F3}
giant29.sublevel1.hint8	{M4} introduced {F4} to his father, {M1}, 1 week before their wedding	{M4} は結婚式の1週間前に、{F4} を父親の {M1} に紹介しました	{M4} a présenté {F4} à son père, {M1}, une semaine avant leur mariage	{M4} stellte {F4} seinem Vater {M1} eine Woche vor ihrer Hochzeit vor	{M4} presentó a {F4} a su padre, {M1}, una semana antes de su boda	{M4}은(는) {F4}을(를) 결혼식 일주일 전에 그의 아버지 {M1}에게 소개했습니다	{M4} 在結婚 1 周前向父親 {M1} 介紹 {F4}
giant29.sublevel1.hint9	{F1} passed away 15 days after his grandson's marriage with {F7}	{F1} は孫が {F7} と結婚してから 15 日後に亡くなりました	{F1} est décédée 15 jours après le mariage de son petit-fils avec {F7}	{F1} verstarb 15 Tage nach der Hochzeit seines Enkels mit {F7}	{F1} falleció 15 días después de la boda de su nieto con {F7}	{F1}은(는) 그의 손주와 {F7}의 결혼 15일 후에 사망했습니다	{F1} 在孫子與 {F7} 結婚 15 天之後去世
giant29.sublevel1.hint10	As a child, {M6} loved to visit his grandmother, {F2}'s house because there were a lot of treats	子どもの頃、{M6} は祖母である {F2} の家に行くのが大好きでした。そこにはたくさんのおやつがあったからです	Enfant, {M6} aimait se rendre chez sa grand-mère, {F2}, car il y avait beaucoup de friandises	Als Kind besuchte {M6} gerne das Haus seiner Großmutter {F2}, weil es dort viele Leckereien gab	De niño, a {M6} le encantaba ir a casa de su abuela, {F2}, porque había muchas golosinas	{M6}은(는) 어릴 적 할머니 {F2}의 집을 방문하는 것을 좋아했는데 간식거리가 많아서였습니다	{M6} 小時候很喜歡去祖母 {F2} 的家，因為那裡有很多點心
